# Area, eccentricity, mean_intensity, solidity, circularity, label
1706505.000,     0.653,     1.000,     0.889,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     4.000,     0.924,     1.000,     1.000,     0.000
1784403.000,     0.660,     1.000,     0.929,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     6.000,     0.870,     1.000,     1.000,     0.000
    27.000,     0.753,     1.000,     0.900,     0.000
     2.000,     1.000,     1.000,     1.000,     0.000
     2.000,     1.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     2.000,     1.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     3.000,     1.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     3.000,     0.816,     1.000,     0.750,     0.000
     2.000,     1.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     2.000,     1.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     4.000,     0.791,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     4.000,     1.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     4.000,     0.000,     1.000,     1.000,     0.000
     3.000,     0.816,     1.000,     1.000,     0.000
     5.000,     0.959,     1.000,     0.833,     0.000
     3.000,     0.816,     1.000,     1.000,     0.000
    17.000,     0.964,     1.000,     0.586,     0.000
     8.000,     0.813,     1.000,     0.667,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     3.000,     0.816,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     4.000,     0.816,     1.000,     0.800,     0.000
     3.000,     1.000,     1.000,     1.000,     0.000
    44.000,     0.929,     1.000,     0.537,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     3.000,     1.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     6.000,     0.870,     1.000,     1.000,     0.000
     5.000,     0.959,     1.000,     0.833,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
    22.000,     0.922,     1.000,     0.688,     0.000
     8.000,     0.936,     1.000,     0.889,     0.000
     3.000,     0.816,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     2.000,     1.000,     1.000,     1.000,     0.000
     2.000,     1.000,     1.000,     1.000,     0.000
     2.000,     1.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     2.000,     1.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     3.000,     0.816,     1.000,     1.000,     0.000
     3.000,     0.816,     1.000,     1.000,     0.000
1821931.000,     0.670,     1.000,     0.949,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
    24.000,     0.938,     1.000,     0.686,     0.000
     8.000,     0.679,     1.000,     0.727,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     3.000,     0.816,     1.000,     1.000,     0.000
     6.000,     0.925,     1.000,     1.000,     0.000
     4.000,     0.000,     1.000,     1.000,     0.000
     7.000,     0.935,     1.000,     0.875,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     2.000,     1.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     6.000,     1.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     2.000,     1.000,     1.000,     1.000,     0.000
     2.000,     1.000,     1.000,     1.000,     0.000
     3.000,     1.000,     1.000,     1.000,     0.000
1705828.000,     0.656,     1.000,     0.888,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     3.000,     0.816,     1.000,     1.000,     0.000
     2.000,     1.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     3.000,     1.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     7.000,     0.992,     1.000,     0.583,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     3.000,     0.816,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     3.000,     0.816,     1.000,     1.000,     0.000
    63.000,     0.966,     1.000,     0.649,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     2.000,     1.000,     1.000,     1.000,     0.000
    36.000,     0.938,     1.000,     0.735,     0.000
     5.000,     1.000,     1.000,     1.000,     0.000
    43.000,     0.904,     1.000,     0.796,     0.000
    49.000,     0.957,     1.000,     0.754,     0.000
    21.000,     0.958,     1.000,     0.525,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     2.000,     1.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     2.000,     1.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     4.000,     0.949,     1.000,     0.800,     0.000
    15.000,     0.965,     1.000,     0.714,     0.000
     2.000,     1.000,     1.000,     1.000,     0.000
     4.000,     0.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
    11.000,     0.746,     1.000,     0.846,     0.000
     6.000,     0.925,     1.000,     0.857,     0.000
     3.000,     1.000,     1.000,     1.000,     0.000
     3.000,     0.974,     1.000,     0.750,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
    14.000,     0.960,     1.000,     0.609,     0.000
    10.000,     0.884,     1.000,     0.909,     0.000
     5.000,     0.816,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     4.000,     0.924,     1.000,     1.000,     0.000
     6.000,     0.791,     1.000,     1.000,     0.000
     5.000,     0.816,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     2.000,     1.000,     1.000,     1.000,     0.000
     3.000,     0.974,     1.000,     1.000,     0.000
     3.000,     0.816,     1.000,     1.000,     0.000
    33.000,     0.984,     1.000,     0.569,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     4.000,     0.949,     1.000,     0.800,     0.000
    17.000,     0.988,     1.000,     0.607,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     2.000,     1.000,     1.000,     1.000,     0.000
     7.000,     0.965,     1.000,     0.778,     0.000
     3.000,     0.816,     1.000,     1.000,     0.000
     2.000,     1.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     2.000,     1.000,     1.000,     1.000,     0.000
     1.000,     0.000,     1.000,     1.000,     0.000
     2.000,     1.000,     1.000,     1.000,     0.000
